Time   [HA]   [A-][H+] 
330.0 0.04 1.16 0.96
330.1 0.04 1.16 0.96
330.2 0.04 1.16 0.96
330.3 0.04 1.16 0.96
330.4 0.04 1.16 0.96
330.5 0.04 1.16 0.96
330.6 0.04 1.16 0.96
330.7 0.04 1.16 0.96
330.8 0.04 1.16 0.96
330.9 0.04 1.16 0.96
331.0 0.04 1.16 0.96
331.1 0.04 1.16 0.96
331.2 0.04 1.16 0.96
331.3 0.04 1.16 0.96
331.4 0.04 1.16 0.96
331.5 0.04 1.16 0.96
331.6 0.04 1.16 0.96
331.7 0.04 1.16 0.96
331.8 0.04 1.16 0.96
331.9 0.04 1.16 0.96
332.0 0.04 1.16 0.96
332.1 0.04 1.16 0.96
332.2 0.04 1.16 0.96
332.3 0.04 1.16 0.96
332.4 0.04 1.16 0.96
332.5 0.04 1.16 0.96
332.6 0.04 1.16 0.96
332.7 0.04 1.16 0.96
332.8 0.04 1.16 0.96
332.9 0.04 1.16 0.96
333.0 0.04 1.16 0.96
333.1 0.04 1.16 0.96
333.2 0.04 1.16 0.96
333.3 0.04 1.16 0.96
333.4 0.04 1.16 0.96
333.5 0.04 1.16 0.96
333.6 0.04 1.16 0.96
333.7 0.04 1.16 0.96
333.8 0.04 1.16 0.96
333.9 0.04 1.16 0.96
334.0 0.04 1.16 0.96
334.1 0.04 1.16 0.96
334.2 0.04 1.16 0.96
334.3 0.04 1.16 0.96
334.4 0.04 1.16 0.96
334.5 0.04 1.16 0.96
334.6 0.04 1.16 0.96
334.7 0.04 1.16 0.96
334.8 0.04 1.16 0.96
334.9 0.04 1.16 0.96
335.0 0.04 1.16 0.96
335.1 0.04 1.16 0.96
335.2 0.04 1.16 0.96
335.3 0.04 1.16 0.96
335.4 0.04 1.16 0.96
335.5 0.04 1.16 0.96
335.6 0.04 1.16 0.96
335.7 0.04 1.16 0.96
335.8 0.04 1.16 0.96
335.9 0.04 1.16 0.96
336.0 0.04 1.16 0.96
336.1 0.04 1.16 0.96
336.2 0.04 1.16 0.96
336.3 0.04 1.16 0.96
336.4 0.04 1.16 0.96
336.5 0.04 1.16 0.96
336.6 0.04 1.16 0.96
336.7 0.04 1.16 0.96
336.8 0.04 1.16 0.96
336.9 0.04 1.16 0.96
337.0 0.04 1.16 0.96
337.1 0.04 1.16 0.96
337.2 0.04 1.16 0.96
337.3 0.04 1.16 0.96
337.4 0.04 1.16 0.96
337.5 0.04 1.16 0.97
337.6 0.04 1.16 0.97
337.7 0.04 1.16 0.97
337.8 0.03 1.17 0.97
337.9 0.03 1.17 0.97
338.0 0.03 1.17 0.97
338.1 0.03 1.17 0.97
338.2 0.03 1.17 0.97
338.3 0.03 1.17 0.97
338.4 0.03 1.17 0.97
338.5 0.03 1.17 0.97
338.6 0.03 1.17 0.97
338.7 0.03 1.17 0.97
338.8 0.03 1.17 0.97
338.9 0.03 1.17 0.97
339.0 0.03 1.17 0.97
339.1 0.03 1.17 0.97
339.2 0.03 1.17 0.97
339.3 0.03 1.17 0.97
339.4 0.03 1.17 0.97
339.5 0.03 1.17 0.97
339.6 0.03 1.17 0.97
339.7 0.03 1.17 0.97
339.8 0.03 1.17 0.97
339.9 0.03 1.17 0.97
340.0 0.03 1.17 0.97
340.1 0.03 1.17 0.97
340.2 0.03 1.17 0.97
340.3 0.03 1.17 0.97
340.4 0.03 1.17 0.97
340.5 0.03 1.17 0.97
340.6 0.03 1.17 0.97
340.7 0.03 1.17 0.97
340.8 0.03 1.17 0.97
340.9 0.03 1.17 0.97
341.0 0.03 1.17 0.97
341.1 0.03 1.17 0.97
341.2 0.03 1.17 0.97
341.3 0.03 1.17 0.97
341.4 0.03 1.17 0.97
341.5 0.03 1.17 0.97
341.6 0.03 1.17 0.97
341.7 0.03 1.17 0.97
341.8 0.03 1.17 0.97
341.9 0.03 1.17 0.97
342.0 0.03 1.17 0.97
342.1 0.03 1.17 0.97
342.2 0.03 1.17 0.97
342.3 0.03 1.17 0.97
342.4 0.03 1.17 0.97
342.5 0.03 1.17 0.97
342.6 0.03 1.17 0.97
342.7 0.03 1.17 0.97
342.8 0.03 1.17 0.97
342.9 0.03 1.17 0.97
343.0 0.03 1.17 0.97
343.1 0.03 1.17 0.97
343.2 0.03 1.17 0.97
343.3 0.03 1.17 0.97
343.4 0.03 1.17 0.97
343.5 0.03 1.17 0.97
343.6 0.03 1.17 0.97
343.7 0.03 1.17 0.97
343.8 0.03 1.17 0.97
343.9 0.03 1.17 0.97
344.0 0.03 1.17 0.97
344.1 0.03 1.17 0.97
344.2 0.03 1.17 0.97
344.3 0.03 1.17 0.97
344.4 0.03 1.17 0.97
344.5 0.03 1.17 0.97
344.6 0.03 1.17 0.97
344.7 0.03 1.17 0.97
344.8 0.03 1.17 0.97
344.9 0.03 1.17 0.97
345.0 0.03 1.17 0.97
345.1 0.03 1.17 0.97
345.2 0.03 1.17 0.97
345.3 0.03 1.17 0.97
345.4 0.03 1.17 0.97
345.5 0.03 1.17 0.97
345.6 0.03 1.17 0.97
345.7 0.03 1.17 0.97
345.8 0.03 1.17 0.97
345.9 0.03 1.17 0.97
346.0 0.03 1.17 0.97
346.1 0.03 1.17 0.97
346.2 0.03 1.17 0.97
346.3 0.03 1.17 0.97
346.4 0.03 1.17 0.97
346.5 0.03 1.17 0.97
346.6 0.03 1.17 0.97
346.7 0.03 1.17 0.97
346.8 0.03 1.17 0.97
346.9 0.03 1.17 0.97
347.0 0.03 1.17 0.97
347.1 0.03 1.17 0.97
347.2 0.03 1.17 0.97
347.3 0.03 1.17 0.97
347.4 0.03 1.17 0.97
347.5 0.03 1.17 0.97
347.6 0.03 1.17 0.97
347.7 0.03 1.17 0.97
347.8 0.03 1.17 0.97
347.9 0.03 1.17 0.97
348.0 0.03 1.17 0.97
348.1 0.03 1.17 0.97
348.2 0.03 1.17 0.97
348.3 0.03 1.17 0.97
348.4 0.03 1.17 0.97
348.5 0.03 1.17 0.97
348.6 0.03 1.17 0.97
348.7 0.03 1.17 0.97
348.8 0.03 1.17 0.97
348.9 0.03 1.17 0.97
349.0 0.03 1.17 0.97
349.1 0.03 1.17 0.97
349.2 0.03 1.17 0.97
349.3 0.03 1.17 0.97
349.4 0.03 1.17 0.97
349.5 0.03 1.17 0.97
349.6 0.03 1.17 0.97
349.7 0.03 1.17 0.97
349.8 0.03 1.17 0.97
349.9 0.03 1.17 0.97
350.0 0.03 1.17 0.97
350.1 0.03 1.17 0.97
350.2 0.03 1.17 0.97
350.3 0.03 1.17 0.97
350.4 0.03 1.17 0.97
350.5 0.03 1.17 0.97
350.6 0.03 1.17 0.97
350.7 0.03 1.17 0.97
350.8 0.03 1.17 0.97
350.9 0.03 1.17 0.97
351.0 0.03 1.17 0.97
351.1 0.03 1.17 0.97
351.2 0.03 1.17 0.97
351.3 0.03 1.17 0.97
351.4 0.03 1.17 0.97
351.5 0.03 1.17 0.97
351.6 0.03 1.17 0.97
351.7 0.03 1.17 0.97
351.8 0.03 1.17 0.97
351.9 0.03 1.17 0.97
352.0 0.03 1.17 0.97
352.1 0.03 1.17 0.97
352.2 0.03 1.17 0.97
352.3 0.03 1.17 0.97
352.4 0.03 1.17 0.97
352.5 0.03 1.17 0.97
352.6 0.03 1.17 0.97
352.7 0.03 1.17 0.97
352.8 0.03 1.17 0.97
352.9 0.03 1.17 0.97
353.0 0.03 1.17 0.97
353.1 0.03 1.17 0.97
353.2 0.03 1.17 0.97
353.3 0.03 1.17 0.97
353.4 0.03 1.17 0.97
353.5 0.03 1.17 0.97
353.6 0.03 1.17 0.97
353.7 0.03 1.17 0.97
353.8 0.03 1.17 0.97
353.9 0.03 1.17 0.97
354.0 0.03 1.17 0.97
354.1 0.03 1.17 0.97
354.2 0.03 1.17 0.97
354.3 0.03 1.17 0.97
354.4 0.03 1.17 0.97
354.5 0.03 1.17 0.97
354.6 0.03 1.17 0.97
354.7 0.03 1.17 0.97
354.8 0.03 1.17 0.97
354.9 0.03 1.17 0.97
355.0 0.03 1.17 0.97
355.1 0.03 1.17 0.97
355.2 0.03 1.17 0.97
355.3 0.03 1.17 0.97
355.4 0.03 1.17 0.97
355.5 0.03 1.17 0.97
355.6 0.03 1.17 0.97
355.7 0.03 1.17 0.97
355.8 0.03 1.17 0.97
355.9 0.03 1.17 0.97
356.0 0.03 1.17 0.97
356.1 0.03 1.17 0.97
356.2 0.03 1.17 0.97
356.3 0.03 1.17 0.97
356.4 0.03 1.17 0.97
356.5 0.03 1.17 0.97
356.6 0.03 1.17 0.97
356.7 0.03 1.17 0.97
356.8 0.03 1.17 0.97
356.9 0.03 1.17 0.97
357.0 0.03 1.17 0.97
357.1 0.03 1.17 0.97
357.2 0.03 1.17 0.97
357.3 0.03 1.17 0.97
357.4 0.03 1.17 0.97
357.5 0.03 1.17 0.97
357.6 0.03 1.17 0.97
357.7 0.03 1.17 0.97
357.8 0.03 1.17 0.97
357.9 0.03 1.17 0.97
358.0 0.03 1.17 0.97
358.1 0.03 1.17 0.97
358.2 0.03 1.17 0.97
358.3 0.03 1.17 0.97
358.4 0.03 1.17 0.97
358.5 0.03 1.17 0.97
358.6 0.03 1.17 0.97
358.7 0.03 1.17 0.97
358.8 0.03 1.17 0.97
358.9 0.03 1.17 0.97
359.0 0.03 1.17 0.97
359.1 0.03 1.17 0.97
359.2 0.03 1.17 0.97
359.3 0.03 1.17 0.97
359.4 0.03 1.17 0.97
359.5 0.03 1.17 0.97
359.6 0.03 1.17 0.97
359.7 0.03 1.17 0.97
359.8 0.03 1.17 0.97
359.9 0.03 1.17 0.97
360.0 0.03 1.17 0.97
360.1 0.03 1.17 0.97
360.2 0.03 1.17 0.97
360.3 0.03 1.17 0.97
360.4 0.03 1.17 0.97
360.5 0.03 1.17 0.97
360.6 0.03 1.17 0.97
360.7 0.03 1.17 0.97
360.8 0.03 1.17 0.97
360.9 0.03 1.17 0.97
361.0 0.03 1.17 0.97
361.1 0.03 1.17 0.97
361.2 0.03 1.17 0.97
361.3 0.03 1.17 0.97
361.4 0.03 1.17 0.97
361.5 0.03 1.17 0.97
361.6 0.03 1.17 0.97
361.7 0.03 1.17 0.97
361.8 0.03 1.17 0.97
361.9 0.03 1.17 0.97
362.0 0.03 1.17 0.97
362.1 0.03 1.17 0.97
362.2 0.03 1.17 0.97
362.3 0.03 1.17 0.97
362.4 0.03 1.17 0.97
362.5 0.03 1.17 0.97
362.6 0.03 1.17 0.97
362.7 0.03 1.17 0.97
362.8 0.03 1.17 0.97
362.9 0.03 1.17 0.97
363.0 0.03 1.17 0.97
363.1 0.03 1.17 0.97
363.2 0.03 1.17 0.97
363.3 0.03 1.17 0.97
363.4 0.03 1.17 0.97
363.5 0.03 1.17 0.97
363.6 0.03 1.17 0.97
363.7 0.03 1.17 0.97
363.8 0.03 1.17 0.97
363.9 0.03 1.17 0.97
364.0 0.03 1.17 0.97
364.1 0.03 1.17 0.97
364.2 0.03 1.17 0.97
364.3 0.03 1.17 0.97
364.4 0.03 1.17 0.97
364.5 0.03 1.17 0.97
364.6 0.03 1.17 0.97
364.7 0.03 1.17 0.97
364.8 0.03 1.17 0.97
364.9 0.03 1.17 0.97
365.0 0.03 1.17 0.97
365.1 0.03 1.17 0.97
365.2 0.03 1.17 0.97
365.3 0.03 1.17 0.97
365.4 0.03 1.17 0.97
365.5 0.03 1.17 0.97
365.6 0.03 1.17 0.97
365.7 0.03 1.17 0.97
365.8 0.03 1.17 0.97
365.9 0.03 1.17 0.97
366.0 0.03 1.17 0.97
366.1 0.03 1.17 0.97
366.2 0.03 1.17 0.97
366.3 0.03 1.17 0.97
366.4 0.03 1.17 0.97
366.5 0.03 1.17 0.97
366.6 0.03 1.17 0.97
366.7 0.03 1.17 0.97
366.8 0.03 1.17 0.97
366.9 0.03 1.17 0.97
367.0 0.03 1.17 0.97
367.1 0.03 1.17 0.97
367.2 0.03 1.17 0.97
367.3 0.03 1.17 0.97
367.4 0.03 1.17 0.97
367.5 0.03 1.17 0.97
367.6 0.03 1.17 0.97
367.7 0.03 1.17 0.97
367.8 0.03 1.17 0.97
367.9 0.03 1.17 0.97
368.0 0.03 1.17 0.97
368.1 0.03 1.17 0.97
368.2 0.03 1.17 0.97
368.3 0.03 1.17 0.97
368.4 0.03 1.17 0.97
368.5 0.03 1.17 0.97
368.6 0.03 1.17 0.97
368.7 0.03 1.17 0.97
368.8 0.03 1.17 0.97
368.9 0.03 1.17 0.97
369.0 0.03 1.17 0.97
369.1 0.03 1.17 0.97
369.2 0.03 1.17 0.97
369.3 0.03 1.17 0.97
369.4 0.03 1.17 0.97
369.5 0.03 1.17 0.97
369.6 0.03 1.17 0.97
369.7 0.03 1.17 0.97
369.8 0.03 1.17 0.97
369.9 0.03 1.17 0.97
370.0 0.03 1.17 0.97
370.1 0.03 1.17 0.97
370.2 0.03 1.17 0.97
370.3 0.03 1.17 0.97
370.4 0.03 1.17 0.97
370.5 0.03 1.17 0.97
370.6 0.03 1.17 0.97
370.7 0.03 1.17 0.97
370.8 0.03 1.17 0.97
370.9 0.03 1.17 0.97
371.0 0.03 1.17 0.97
371.1 0.03 1.17 0.97
371.2 0.03 1.17 0.97
371.3 0.03 1.17 0.97
371.4 0.03 1.17 0.97
371.5 0.03 1.17 0.97
371.6 0.03 1.17 0.97
371.7 0.03 1.17 0.97
371.8 0.03 1.17 0.97
371.9 0.03 1.17 0.97
372.0 0.03 1.17 0.97
372.1 0.03 1.17 0.97
372.2 0.03 1.17 0.97
372.3 0.03 1.17 0.97
372.4 0.03 1.17 0.98
372.5 0.03 1.17 0.98
372.6 0.03 1.17 0.98
372.7 0.03 1.17 0.98
372.8 0.02 1.18 0.98
372.9 0.02 1.18 0.98
373.0 0.02 1.18 0.98
373.1 0.02 1.18 0.98
373.2 0.02 1.18 0.98
373.3 0.02 1.18 0.98
373.4 0.02 1.18 0.98
373.5 0.02 1.18 0.98
373.6 0.02 1.18 0.98
373.7 0.02 1.18 0.98
373.8 0.02 1.18 0.98
373.9 0.02 1.18 0.98
374.0 0.02 1.18 0.98
374.1 0.02 1.18 0.98
374.2 0.02 1.18 0.98
374.3 0.02 1.18 0.98
374.4 0.02 1.18 0.98
374.5 0.02 1.18 0.98
374.6 0.02 1.18 0.98
374.7 0.02 1.18 0.98
374.8 0.02 1.18 0.98
374.9 0.02 1.18 0.98
375.0 0.02 1.18 0.98
375.1 0.02 1.18 0.98
375.2 0.02 1.18 0.98
375.3 0.02 1.18 0.98
375.4 0.02 1.18 0.98
375.5 0.02 1.18 0.98
375.6 0.02 1.18 0.98
375.7 0.02 1.18 0.98
375.8 0.02 1.18 0.98
375.9 0.02 1.18 0.98
376.0 0.02 1.18 0.98
376.1 0.02 1.18 0.98
376.2 0.02 1.18 0.98
376.3 0.02 1.18 0.98
376.4 0.02 1.18 0.98
376.5 0.02 1.18 0.98
376.6 0.02 1.18 0.98
376.7 0.02 1.18 0.98
376.8 0.02 1.18 0.98
376.9 0.02 1.18 0.98
377.0 0.02 1.18 0.98
377.1 0.02 1.18 0.98
377.2 0.02 1.18 0.98
377.3 0.02 1.18 0.98
377.4 0.02 1.18 0.98
377.5 0.02 1.18 0.98
377.6 0.02 1.18 0.98
377.7 0.02 1.18 0.98
377.8 0.02 1.18 0.98
377.9 0.02 1.18 0.98
378.0 0.02 1.18 0.98
378.1 0.02 1.18 0.98
378.2 0.02 1.18 0.98
378.3 0.02 1.18 0.98
378.4 0.02 1.18 0.98
378.5 0.02 1.18 0.98
378.6 0.02 1.18 0.98
378.7 0.02 1.18 0.98
378.8 0.02 1.18 0.98
378.9 0.02 1.18 0.98
379.0 0.02 1.18 0.98
379.1 0.02 1.18 0.98
379.2 0.02 1.18 0.98
379.3 0.02 1.18 0.98
379.4 0.02 1.18 0.98
379.5 0.02 1.18 0.98
379.6 0.02 1.18 0.98
379.7 0.02 1.18 0.98
379.8 0.02 1.18 0.98
379.9 0.02 1.18 0.98
380.0 0.02 1.18 0.98
380.1 0.02 1.18 0.98
380.2 0.02 1.18 0.98
380.3 0.02 1.18 0.98
380.4 0.02 1.18 0.98
380.5 0.02 1.18 0.98
380.6 0.02 1.18 0.98
380.7 0.02 1.18 0.98
380.8 0.02 1.18 0.98
380.9 0.02 1.18 0.98
381.0 0.02 1.18 0.98
381.1 0.02 1.18 0.98
381.2 0.02 1.18 0.98
381.3 0.02 1.18 0.98
381.4 0.02 1.18 0.98
381.5 0.02 1.18 0.98
381.6 0.02 1.18 0.98
381.7 0.02 1.18 0.98
381.8 0.02 1.18 0.98
381.9 0.02 1.18 0.98
382.0 0.02 1.18 0.98
382.1 0.02 1.18 0.98
382.2 0.02 1.18 0.98
382.3 0.02 1.18 0.98
382.4 0.02 1.18 0.98
382.5 0.02 1.18 0.98
382.6 0.02 1.18 0.98
382.7 0.02 1.18 0.98
382.8 0.02 1.18 0.98
382.9 0.02 1.18 0.98
383.0 0.02 1.18 0.98
383.1 0.02 1.18 0.98
383.2 0.02 1.18 0.98
383.3 0.02 1.18 0.98
383.4 0.02 1.18 0.98
383.5 0.02 1.18 0.98
383.6 0.02 1.18 0.98
383.7 0.02 1.18 0.98
383.8 0.02 1.18 0.98
383.9 0.02 1.18 0.98
384.0 0.02 1.18 0.98
384.1 0.02 1.18 0.98
384.2 0.02 1.18 0.98
384.3 0.02 1.18 0.98
384.4 0.02 1.18 0.98
384.5 0.02 1.18 0.98
384.6 0.02 1.18 0.98
384.7 0.02 1.18 0.98
384.8 0.02 1.18 0.98
384.9 0.02 1.18 0.98
385.0 0.02 1.18 0.98
385.1 0.02 1.18 0.98
385.2 0.02 1.18 0.98
385.3 0.02 1.18 0.98
385.4 0.02 1.18 0.98
385.5 0.02 1.18 0.98
385.6 0.02 1.18 0.98
385.7 0.02 1.18 0.98
385.8 0.02 1.18 0.98
385.9 0.02 1.18 0.98
386.0 0.02 1.18 0.98
386.1 0.02 1.18 0.98
386.2 0.02 1.18 0.98
386.3 0.02 1.18 0.98
386.4 0.02 1.18 0.98
386.5 0.02 1.18 0.98
386.6 0.02 1.18 0.98
386.7 0.02 1.18 0.98
386.8 0.02 1.18 0.98
386.9 0.02 1.18 0.98
387.0 0.02 1.18 0.98
387.1 0.02 1.18 0.98
387.2 0.02 1.18 0.98
387.3 0.02 1.18 0.98
387.4 0.02 1.18 0.98
387.5 0.02 1.18 0.98
387.6 0.02 1.18 0.98
387.7 0.02 1.18 0.98
387.8 0.02 1.18 0.98
387.9 0.02 1.18 0.98
388.0 0.02 1.18 0.98
388.1 0.02 1.18 0.98
388.2 0.02 1.18 0.98
388.3 0.02 1.18 0.98
388.4 0.02 1.18 0.98
388.5 0.02 1.18 0.98
388.6 0.02 1.18 0.98
388.7 0.02 1.18 0.98
388.8 0.02 1.18 0.98
388.9 0.02 1.18 0.98
389.0 0.02 1.18 0.98
389.1 0.02 1.18 0.98
389.2 0.02 1.18 0.98
389.3 0.02 1.18 0.98
389.4 0.02 1.18 0.98
389.5 0.02 1.18 0.98
389.6 0.02 1.18 0.98
389.7 0.02 1.18 0.98
389.8 0.02 1.18 0.98
389.9 0.02 1.18 0.98
390.0 0.02 1.18 0.98
390.1 0.02 1.18 0.98
390.2 0.02 1.18 0.98
390.3 0.02 1.18 0.98
390.4 0.02 1.18 0.98
390.5 0.02 1.18 0.98
390.6 0.02 1.18 0.98
390.7 0.02 1.18 0.98
390.8 0.02 1.18 0.98
390.9 0.02 1.18 0.98
391.0 0.02 1.18 0.98
391.1 0.02 1.18 0.98
391.2 0.02 1.18 0.98
391.3 0.02 1.18 0.98
391.4 0.02 1.18 0.98
391.5 0.02 1.18 0.98
391.6 0.02 1.18 0.98
391.7 0.02 1.18 0.98
391.8 0.02 1.18 0.98
391.9 0.02 1.18 0.98
392.0 0.02 1.18 0.98
392.1 0.02 1.18 0.98
392.2 0.02 1.18 0.98
392.3 0.02 1.18 0.98
392.4 0.02 1.18 0.98
392.5 0.02 1.18 0.98
392.6 0.02 1.18 0.98
392.7 0.02 1.18 0.98
392.8 0.02 1.18 0.98
392.9 0.02 1.18 0.98
393.0 0.02 1.18 0.98
393.1 0.02 1.18 0.98
393.2 0.02 1.18 0.98
393.3 0.02 1.18 0.98
393.4 0.02 1.18 0.98
393.5 0.02 1.18 0.98
393.6 0.02 1.18 0.98
393.7 0.02 1.18 0.98
393.8 0.02 1.18 0.98
393.9 0.02 1.18 0.98
394.0 0.02 1.18 0.98
394.1 0.02 1.18 0.98
394.2 0.02 1.18 0.98
394.3 0.02 1.18 0.98
394.4 0.02 1.18 0.98
394.5 0.02 1.18 0.98
394.6 0.02 1.18 0.98
394.7 0.02 1.18 0.98
394.8 0.02 1.18 0.98
394.9 0.02 1.18 0.98
395.0 0.02 1.18 0.98
395.1 0.02 1.18 0.98
395.2 0.02 1.18 0.98
395.3 0.02 1.18 0.98
395.4 0.02 1.18 0.98
395.5 0.02 1.18 0.98
395.6 0.02 1.18 0.98
395.7 0.02 1.18 0.98
395.8 0.02 1.18 0.98
395.9 0.02 1.18 0.98
396.0 0.02 1.18 0.98
396.1 0.02 1.18 0.98
396.2 0.02 1.18 0.98
396.3 0.02 1.18 0.98
396.4 0.02 1.18 0.98
396.5 0.02 1.18 0.98
396.6 0.02 1.18 0.98
396.7 0.02 1.18 0.98
396.8 0.02 1.18 0.98
396.9 0.02 1.18 0.98
397.0 0.02 1.18 0.98
397.1 0.02 1.18 0.98
397.2 0.02 1.18 0.98
397.3 0.02 1.18 0.98
397.4 0.02 1.18 0.98
397.5 0.02 1.18 0.98
397.6 0.02 1.18 0.98
397.7 0.02 1.18 0.98
397.8 0.02 1.18 0.98
397.9 0.02 1.18 0.98
398.0 0.02 1.18 0.98
398.1 0.02 1.18 0.98
398.2 0.02 1.18 0.98
398.3 0.02 1.18 0.98
398.4 0.02 1.18 0.98
398.5 0.02 1.18 0.98
398.6 0.02 1.18 0.98
398.7 0.02 1.18 0.98
398.8 0.02 1.18 0.98
398.9 0.02 1.18 0.98
399.0 0.02 1.18 0.98
399.1 0.02 1.18 0.98
399.2 0.02 1.18 0.98
399.3 0.02 1.18 0.98
399.4 0.02 1.18 0.98
399.5 0.02 1.18 0.98
399.6 0.02 1.18 0.98
399.7 0.02 1.18 0.98
399.8 0.02 1.18 0.98
399.9 0.02 1.18 0.98
400.0 0.02 1.18 0.98
400.1 0.02 1.18 0.98
400.2 0.02 1.18 0.98
400.3 0.02 1.18 0.98
400.4 0.02 1.18 0.98
400.5 0.02 1.18 0.98
400.6 0.02 1.18 0.98
400.7 0.02 1.18 0.98
400.8 0.02 1.18 0.98
400.9 0.02 1.18 0.98
401.0 0.02 1.18 0.98
401.1 0.02 1.18 0.98
401.2 0.02 1.18 0.98
401.3 0.02 1.18 0.98
401.4 0.02 1.18 0.98
401.5 0.02 1.18 0.98
401.6 0.02 1.18 0.98
401.7 0.02 1.18 0.98
401.8 0.02 1.18 0.98
401.9 0.02 1.18 0.98
402.0 0.02 1.18 0.98
402.1 0.02 1.18 0.98
402.2 0.02 1.18 0.98
402.3 0.02 1.18 0.98
402.4 0.02 1.18 0.98
402.5 0.02 1.18 0.98
402.6 0.02 1.18 0.98
402.7 0.02 1.18 0.98
402.8 0.02 1.18 0.98
402.9 0.02 1.18 0.98
403.0 0.02 1.18 0.98
403.1 0.02 1.18 0.98
403.2 0.02 1.18 0.98
403.3 0.02 1.18 0.98
403.4 0.02 1.18 0.98
403.5 0.02 1.18 0.98
403.6 0.02 1.18 0.98
403.7 0.02 1.18 0.98
403.8 0.02 1.18 0.98
403.9 0.02 1.18 0.98
404.0 0.02 1.18 0.98
404.1 0.02 1.18 0.98
404.2 0.02 1.18 0.98
404.3 0.02 1.18 0.98
404.4 0.02 1.18 0.98
404.5 0.02 1.18 0.98
404.6 0.02 1.18 0.98
404.7 0.02 1.18 0.98
404.8 0.02 1.18 0.98
404.9 0.02 1.18 0.98
405.0 0.02 1.18 0.98
405.1 0.02 1.18 0.98
405.2 0.02 1.18 0.98
405.3 0.02 1.18 0.98
405.4 0.02 1.18 0.98
405.5 0.02 1.18 0.98
405.6 0.02 1.18 0.98
405.7 0.02 1.18 0.98
405.8 0.02 1.18 0.98
405.9 0.02 1.18 0.98
406.0 0.02 1.18 0.98
406.1 0.02 1.18 0.98
406.2 0.02 1.18 0.98
406.3 0.02 1.18 0.98
406.4 0.02 1.18 0.98
406.5 0.02 1.18 0.98
406.6 0.02 1.18 0.98
406.7 0.02 1.18 0.98
406.8 0.02 1.18 0.98
406.9 0.02 1.18 0.98
407.0 0.02 1.18 0.98
407.1 0.02 1.18 0.98
407.2 0.02 1.18 0.98
407.3 0.02 1.18 0.98
407.4 0.02 1.18 0.98
407.5 0.02 1.18 0.98
407.6 0.02 1.18 0.98
407.7 0.02 1.18 0.98
407.8 0.02 1.18 0.98
407.9 0.02 1.18 0.98
408.0 0.02 1.18 0.98
408.1 0.02 1.18 0.98
408.2 0.02 1.18 0.98
408.3 0.02 1.18 0.98
408.4 0.02 1.18 0.98
408.5 0.02 1.18 0.98
408.6 0.02 1.18 0.98
408.7 0.02 1.18 0.98
408.8 0.02 1.18 0.98
408.9 0.02 1.18 0.98
409.0 0.02 1.18 0.98
409.1 0.02 1.18 0.98
409.2 0.02 1.18 0.98
409.3 0.02 1.18 0.98
409.4 0.02 1.18 0.98
409.5 0.02 1.18 0.98
409.6 0.02 1.18 0.98
409.7 0.02 1.18 0.98
409.8 0.02 1.18 0.98
409.9 0.02 1.18 0.98
410.0 0.02 1.18 0.98
410.1 0.02 1.18 0.98
410.2 0.02 1.18 0.98
410.3 0.02 1.18 0.98
410.4 0.02 1.18 0.98
410.5 0.02 1.18 0.98
410.6 0.02 1.18 0.98
410.7 0.02 1.18 0.98
410.8 0.02 1.18 0.98
410.9 0.02 1.18 0.98
411.0 0.02 1.18 0.98
411.1 0.02 1.18 0.98
411.2 0.02 1.18 0.98
411.3 0.02 1.18 0.98
411.4 0.02 1.18 0.98
411.5 0.02 1.18 0.98
411.6 0.02 1.18 0.98
411.7 0.02 1.18 0.98
411.8 0.02 1.18 0.98
411.9 0.02 1.18 0.98
412.0 0.02 1.18 0.98
412.1 0.02 1.18 0.98
412.2 0.02 1.18 0.98
412.3 0.02 1.18 0.98
412.4 0.02 1.18 0.98
412.5 0.02 1.18 0.98
412.6 0.02 1.18 0.98
412.7 0.02 1.18 0.98
412.8 0.02 1.18 0.98
412.9 0.02 1.18 0.98
413.0 0.02 1.18 0.98
413.1 0.02 1.18 0.98
413.2 0.02 1.18 0.98
413.3 0.02 1.18 0.98
413.4 0.02 1.18 0.98
413.5 0.02 1.18 0.98
413.6 0.02 1.18 0.98
413.7 0.02 1.18 0.98
413.8 0.02 1.18 0.98
413.9 0.02 1.18 0.98
414.0 0.02 1.18 0.98
414.1 0.02 1.18 0.98
414.2 0.02 1.18 0.98
414.3 0.02 1.18 0.98
414.4 0.02 1.18 0.98
414.5 0.02 1.18 0.98
414.6 0.02 1.18 0.98
414.7 0.02 1.18 0.98
414.8 0.02 1.18 0.98
414.9 0.02 1.18 0.98
415.0 0.02 1.18 0.98
415.1 0.02 1.18 0.98
415.2 0.02 1.18 0.98
415.3 0.02 1.18 0.98
415.4 0.02 1.18 0.98
415.5 0.02 1.18 0.98
415.6 0.02 1.18 0.98
415.7 0.02 1.18 0.98
415.8 0.02 1.18 0.98
415.9 0.02 1.18 0.98
416.0 0.02 1.18 0.98
416.1 0.02 1.18 0.98
416.2 0.02 1.18 0.98
416.3 0.02 1.18 0.98
416.4 0.02 1.18 0.98
416.5 0.02 1.18 0.98
416.6 0.02 1.18 0.98
416.7 0.02 1.18 0.98
416.8 0.02 1.18 0.98
416.9 0.02 1.18 0.98
417.0 0.02 1.18 0.98
417.1 0.02 1.18 0.98
417.2 0.02 1.18 0.98
