Time   [A]   [B] 
37.04 516.89 483.14
37.05 516.81 483.22
37.06 516.73 483.29
37.07 516.65 483.37
37.08 516.57 483.45
37.09 516.49 483.53
37.1 516.41 483.61
37.11 516.33 483.69
37.12 516.25 483.77
37.13 516.18 483.85
37.14 516.1 483.93
37.15 516.02 484.01
37.16 515.94 484.09
37.17 515.86 484.16
37.18 515.78 484.24
37.19 515.7 484.32
37.2 515.62 484.4
37.21 515.54 484.48
37.22 515.47 484.56
37.23 515.39 484.64
37.24 515.31 484.72
37.25 515.23 484.8
37.26 515.15 484.87
37.27 515.07 484.95
37.28 514.99 485.03
37.29 514.91 485.11
37.3 514.83 485.19
37.31 514.76 485.27
37.32 514.68 485.35
37.33 514.6 485.43
37.34 514.52 485.5
37.35 514.44 485.58
37.36 514.36 485.66
37.37 514.28 485.74
37.38 514.21 485.82
37.39 514.13 485.9
37.4 514.05 485.98
37.41 513.97 486.05
37.42 513.89 486.13
37.43 513.81 486.21
37.44 513.73 486.29
37.45 513.66 486.37
37.46 513.58 486.45
37.47 513.5 486.52
37.48 513.42 486.6
37.49 513.34 486.68
37.5 513.26 486.76
37.51 513.19 486.84
37.52 513.11 486.92
37.53 513.03 486.99
37.54 512.95 487.07
37.55 512.87 487.15
37.56 512.79 487.23
37.57 512.72 487.31
37.58 512.64 487.39
37.59 512.56 487.46
37.6 512.48 487.54
37.61 512.4 487.62
37.62 512.33 487.7
37.63 512.25 487.78
37.64 512.17 487.85
37.65 512.09 487.93
37.66 512.01 488.01
37.67 511.94 488.09
37.68 511.86 488.17
37.69 511.78 488.24
37.7 511.7 488.32
37.71 511.62 488.4
37.72 511.55 488.48
37.73 511.47 488.56
37.74 511.39 488.63
37.75 511.31 488.71
37.76 511.23 488.79
37.77 511.16 488.87
37.78 511.08 488.95
37.79 511.0 489.02
37.8 510.92 489.1
37.81 510.85 489.18
37.82 510.77 489.26
37.83 510.69 489.33
37.84 510.61 489.41
37.85 510.54 489.49
37.86 510.46 489.57
37.87 510.38 489.64
37.88 510.3 489.72
37.89 510.22 489.8
37.9 510.15 489.88
37.91 510.07 489.95
37.92 509.99 490.03
37.93 509.91 490.11
37.94 509.84 490.19
37.95 509.76 490.26
37.96 509.68 490.34
37.97 509.6 490.42
37.98 509.53 490.5
37.99 509.45 490.57
38.0 509.37 490.65
38.01 509.3 490.73
38.02 509.22 490.81
38.03 509.14 490.88
38.04 509.06 490.96
38.05 508.99 491.04
38.06 508.91 491.12
38.07 508.83 491.19
38.08 508.75 491.27
38.09 508.68 491.35
38.1 508.6 491.42
38.11 508.52 491.5
38.12 508.45 491.58
38.13 508.37 491.66
38.14 508.29 491.73
38.15 508.21 491.81
38.16 508.14 491.89
38.17 508.06 491.96
38.18 507.98 492.04
38.19 507.91 492.12
38.2 507.83 492.19
38.21 507.75 492.27
38.22 507.68 492.35
38.23 507.6 492.43
38.24 507.52 492.5
38.25 507.45 492.58
38.26 507.37 492.66
38.27 507.29 492.73
38.28 507.21 492.81
38.29 507.14 492.89
38.3 507.06 492.96
38.31 506.98 493.04
38.32 506.91 493.12
38.33 506.83 493.19
38.34 506.75 493.27
38.35 506.68 493.35
38.36 506.6 493.42
38.37 506.52 493.5
38.38 506.45 493.58
38.39 506.37 493.65
38.4 506.29 493.73
38.41 506.22 493.81
38.42 506.14 493.88
38.43 506.06 493.96
38.44 505.99 494.04
38.45 505.91 494.11
38.46 505.84 494.19
38.47 505.76 494.27
38.48 505.68 494.34
38.49 505.61 494.42
38.5 505.53 494.5
38.51 505.45 494.57
38.52 505.38 494.65
38.53 505.3 494.72
38.54 505.22 494.8
38.55 505.15 494.88
38.56 505.07 494.95
38.57 505.0 495.03
38.58 504.92 495.11
38.59 504.84 495.18
38.6 504.77 495.26
38.61 504.69 495.33
38.62 504.61 495.41
38.63 504.54 495.49
38.64 504.46 495.56
38.65 504.39 495.64
38.66 504.31 495.72
38.67 504.23 495.79
38.68 504.16 495.87
38.69 504.08 495.94
38.7 504.01 496.02
38.71 503.93 496.1
38.72 503.85 496.17
38.73 503.78 496.25
38.74 503.7 496.32
38.75 503.63 496.4
38.76 503.55 496.48
38.77 503.47 496.55
38.78 503.4 496.63
38.79 503.32 496.7
38.8 503.25 496.78
38.81 503.17 496.85
38.82 503.09 496.93
38.83 503.02 497.01
38.84 502.94 497.08
38.85 502.87 497.16
38.86 502.79 497.23
38.87 502.72 497.31
38.88 502.64 497.38
38.89 502.56 497.46
38.9 502.49 497.54
38.91 502.41 497.61
38.92 502.34 497.69
38.93 502.26 497.76
38.94 502.19 497.84
38.95 502.11 497.91
38.96 502.04 497.99
38.97 501.96 498.06
38.98 501.88 498.14
38.99 501.81 498.22
39.0 501.73 498.29
39.01 501.66 498.37
39.02 501.58 498.44
39.03 501.51 498.52
39.04 501.43 498.59
39.05 501.36 498.67
39.06 501.28 498.74
39.07 501.21 498.82
39.08 501.13 498.89
39.09 501.06 498.97
39.1 500.98 499.04
39.11 500.91 499.12
39.12 500.83 499.2
39.13 500.75 499.27
39.14 500.68 499.35
39.15 500.6 499.42
39.16 500.53 499.5
39.17 500.45 499.57
39.18 500.38 499.65
39.19 500.3 499.72
39.2 500.23 499.8
39.21 500.15 499.87
39.22 500.08 499.95
39.23 500.0 500.02
39.24 499.93 500.1
39.25 499.85 500.17
39.26 499.78 500.25
39.27 499.7 500.32
39.28 499.63 500.4
39.29 499.55 500.47
39.3 499.48 500.55
39.31 499.4 500.62
39.32 499.33 500.7
39.33 499.25 500.77
39.34 499.18 500.85
39.35 499.11 500.92
39.36 499.03 500.99
39.37 498.96 501.07
39.38 498.88 501.14
39.39 498.81 501.22
39.4 498.73 501.29
39.41 498.66 501.37
39.42 498.58 501.44
39.43 498.51 501.52
39.44 498.43 501.59
39.45 498.36 501.67
39.46 498.28 501.74
39.47 498.21 501.82
39.48 498.13 501.89
39.49 498.06 501.97
39.5 497.99 502.04
39.51 497.91 502.11
39.52 497.84 502.19
39.53 497.76 502.26
39.54 497.69 502.34
39.55 497.61 502.41
39.56 497.54 502.49
39.57 497.46 502.56
39.58 497.39 502.64
39.59 497.32 502.71
39.6 497.24 502.78
39.61 497.17 502.86
39.62 497.09 502.93
39.63 497.02 503.01
39.64 496.94 503.08
39.65 496.87 503.16
39.66 496.8 503.23
39.67 496.72 503.3
39.68 496.65 503.38
39.69 496.57 503.45
39.7 496.5 503.53
39.71 496.43 503.6
39.72 496.35 503.67
39.73 496.28 503.75
39.74 496.2 503.82
39.75 496.13 503.9
39.76 496.05 503.97
39.77 495.98 504.04
39.78 495.91 504.12
39.79 495.83 504.19
39.8 495.76 504.27
39.81 495.68 504.34
39.82 495.61 504.41
39.83 495.54 504.49
39.84 495.46 504.56
39.85 495.39 504.64
39.86 495.32 504.71
39.87 495.24 504.78
39.88 495.17 504.86
39.89 495.09 504.93
39.9 495.02 505.0
39.91 494.95 505.08
39.92 494.87 505.15
39.93 494.8 505.23
39.94 494.73 505.3
39.95 494.65 505.37
39.96 494.58 505.45
39.97 494.5 505.52
39.98 494.43 505.59
39.99 494.36 505.67
40.0 494.28 505.74
40.01 494.21 505.82
40.02 494.14 505.89
40.03 494.06 505.96
40.04 493.99 506.04
40.05 493.92 506.11
40.06 493.84 506.18
40.07 493.77 506.26
40.08 493.7 506.33
40.09 493.62 506.4
40.1 493.55 506.48
40.11 493.48 506.55
40.12 493.4 506.62
40.13 493.33 506.7
40.14 493.26 506.77
40.15 493.18 506.84
40.16 493.11 506.92
40.17 493.04 506.99
40.18 492.96 507.06
40.19 492.89 507.14
40.2 492.82 507.21
40.21 492.74 507.28
40.22 492.67 507.36
40.23 492.6 507.43
40.24 492.52 507.5
40.25 492.45 507.58
40.26 492.38 507.65
40.27 492.3 507.72
40.28 492.23 507.79
40.29 492.16 507.87
40.3 492.08 507.94
40.31 492.01 508.01
40.32 491.94 508.09
40.33 491.87 508.16
40.34 491.79 508.23
40.35 491.72 508.31
40.36 491.65 508.38
40.37 491.57 508.45
40.38 491.5 508.52
40.39 491.43 508.6
40.4 491.36 508.67
40.41 491.28 508.74
40.42 491.21 508.82
40.43 491.14 508.89
40.44 491.06 508.96
40.45 490.99 509.03
40.46 490.92 509.11
40.47 490.85 509.18
40.48 490.77 509.25
40.49 490.7 509.33
40.5 490.63 509.4
40.51 490.56 509.47
40.52 490.48 509.54
40.53 490.41 509.62
40.54 490.34 509.69
40.55 490.26 509.76
40.56 490.19 509.83
40.57 490.12 509.91
40.58 490.05 509.98
40.59 489.97 510.05
40.6 489.9 510.12
40.61 489.83 510.2
40.62 489.76 510.27
40.63 489.68 510.34
40.64 489.61 510.41
40.65 489.54 510.49
40.66 489.47 510.56
40.67 489.4 510.63
40.68 489.32 510.7
40.69 489.25 510.78
40.7 489.18 510.85
40.71 489.11 510.92
40.72 489.03 510.99
40.73 488.96 511.06
40.74 488.89 511.14
40.75 488.82 511.21
40.76 488.74 511.28
40.77 488.67 511.35
40.78 488.6 511.43
40.79 488.53 511.5
40.8 488.46 511.57
40.81 488.38 511.64
40.82 488.31 511.71
40.83 488.24 511.79
40.84 488.17 511.86
40.85 488.1 511.93
40.86 488.02 512.0
40.87 487.95 512.07
40.88 487.88 512.15
40.89 487.81 512.22
40.9 487.74 512.29
40.91 487.66 512.36
40.92 487.59 512.43
40.93 487.52 512.51
40.94 487.45 512.58
40.95 487.38 512.65
40.96 487.3 512.72
40.97 487.23 512.79
40.98 487.16 512.86
40.99 487.09 512.94
41.0 487.02 513.01
41.01 486.95 513.08
41.02 486.87 513.15
41.03 486.8 513.22
41.04 486.73 513.3
41.05 486.66 513.37
41.06 486.59 513.44
41.07 486.52 513.51
41.08 486.44 513.58
41.09 486.37 513.65
41.1 486.3 513.73
41.11 486.23 513.8
41.12 486.16 513.87
41.13 486.09 513.94
41.14 486.01 514.01
41.15 485.94 514.08
41.16 485.87 514.15
41.17 485.8 514.23
41.18 485.73 514.3
41.19 485.66 514.37
41.2 485.59 514.44
41.21 485.51 514.51
41.22 485.44 514.58
41.23 485.37 514.65
41.24 485.3 514.73
41.25 485.23 514.8
41.26 485.16 514.87
41.27 485.09 514.94
41.28 485.02 515.01
41.29 484.94 515.08
41.3 484.87 515.15
41.31 484.8 515.22
41.32 484.73 515.3
41.33 484.66 515.37
41.34 484.59 515.44
41.35 484.52 515.51
41.36 484.45 515.58
41.37 484.37 515.65
41.38 484.3 515.72
41.39 484.23 515.79
41.4 484.16 515.86
41.41 484.09 515.94
41.42 484.02 516.01
41.43 483.95 516.08
41.44 483.88 516.15
41.45 483.81 516.22
41.46 483.74 516.29
41.47 483.66 516.36
41.48 483.59 516.43
41.49 483.52 516.5
41.5 483.45 516.57
41.51 483.38 516.64
41.52 483.31 516.72
41.53 483.24 516.79
41.54 483.17 516.86
41.55 483.1 516.93
41.56 483.03 517.0
41.57 482.96 517.07
41.58 482.89 517.14
41.59 482.81 517.21
41.6 482.74 517.28
41.61 482.67 517.35
41.62 482.6 517.42
41.63 482.53 517.49
41.64 482.46 517.56
41.65 482.39 517.64
41.66 482.32 517.71
41.67 482.25 517.78
41.68 482.18 517.85
41.69 482.11 517.92
41.7 482.04 517.99
41.71 481.97 518.06
41.72 481.9 518.13
41.73 481.83 518.2
41.74 481.76 518.27
41.75 481.69 518.34
41.76 481.62 518.41
41.77 481.54 518.48
41.78 481.47 518.55
41.79 481.4 518.62
41.8 481.33 518.69
41.81 481.26 518.76
41.82 481.19 518.83
41.83 481.12 518.9
41.84 481.05 518.97
41.85 480.98 519.04
41.86 480.91 519.11
41.87 480.84 519.18
41.88 480.77 519.25
41.89 480.7 519.32
41.9 480.63 519.39
41.91 480.56 519.46
41.92 480.49 519.54
41.93 480.42 519.61
41.94 480.35 519.68
41.95 480.28 519.75
41.96 480.21 519.82
41.97 480.14 519.89
41.98 480.07 519.96
41.99 480.0 520.03
42.0 479.93 520.1
42.01 479.86 520.17
42.02 479.79 520.24
42.03 479.72 520.31
42.04 479.65 520.38
42.05 479.58 520.45
42.06 479.51 520.52
42.07 479.44 520.59
42.08 479.37 520.65
42.09 479.3 520.72
42.1 479.23 520.79
42.11 479.16 520.86
42.12 479.09 520.93
42.13 479.02 521.0
42.14 478.95 521.07
42.15 478.88 521.14
42.16 478.81 521.21
42.17 478.74 521.28
42.18 478.67 521.35
42.19 478.6 521.42
42.2 478.53 521.49
42.21 478.46 521.56
42.22 478.39 521.63
42.23 478.33 521.7
42.24 478.26 521.77
42.25 478.19 521.84
42.26 478.12 521.91
42.27 478.05 521.98
42.28 477.98 522.05
42.29 477.91 522.12
42.3 477.84 522.19
42.31 477.77 522.26
42.32 477.7 522.33
42.33 477.63 522.4
42.34 477.56 522.47
42.35 477.49 522.53
42.36 477.42 522.6
42.37 477.35 522.67
42.38 477.28 522.74
42.39 477.21 522.81
42.4 477.14 522.88
42.41 477.08 522.95
42.42 477.01 523.02
42.43 476.94 523.09
42.44 476.87 523.16
42.45 476.8 523.23
42.46 476.73 523.3
42.47 476.66 523.37
42.48 476.59 523.44
42.49 476.52 523.5
42.5 476.45 523.57
42.51 476.38 523.64
42.52 476.31 523.71
42.53 476.25 523.78
42.54 476.18 523.85
42.55 476.11 523.92
42.56 476.04 523.99
42.57 475.97 524.06
42.58 475.9 524.13
42.59 475.83 524.19
42.6 475.76 524.26
42.61 475.69 524.33
42.62 475.62 524.4
42.63 475.56 524.47
42.64 475.49 524.54
42.65 475.42 524.61
42.66 475.35 524.68
42.67 475.28 524.75
42.68 475.21 524.81
42.69 475.14 524.88
42.7 475.07 524.95
42.71 475.01 525.02
42.72 474.94 525.09
42.73 474.87 525.16
42.74 474.8 525.23
42.75 474.73 525.3
42.76 474.66 525.36
42.77 474.59 525.43
42.78 474.52 525.5
42.79 474.46 525.57
42.8 474.39 525.64
42.81 474.32 525.71
42.82 474.25 525.78
42.83 474.18 525.84
42.84 474.11 525.91
42.85 474.04 525.98
42.86 473.98 526.05
42.87 473.91 526.12
42.88 473.84 526.19
42.89 473.77 526.26
42.9 473.7 526.32
42.91 473.63 526.39
42.92 473.57 526.46
42.93 473.5 526.53
42.94 473.43 526.6
42.95 473.36 526.67
42.96 473.29 526.73
42.97 473.22 526.8
42.98 473.16 526.87
42.99 473.09 526.94
43.0 473.02 527.01
43.01 472.95 527.08
43.02 472.88 527.14
43.03 472.81 527.21
43.04 472.75 527.28
43.05 472.68 527.35
43.06 472.61 527.42
43.07 472.54 527.49
43.08 472.47 527.55
43.09 472.4 527.62
43.1 472.34 527.69
43.11 472.27 527.76
43.12 472.2 527.83
43.13 472.13 527.89
43.14 472.06 527.96
43.15 472.0 528.03
43.16 471.93 528.1
43.17 471.86 528.17
43.18 471.79 528.23
43.19 471.72 528.3
43.2 471.66 528.37
43.21 471.59 528.44
43.22 471.52 528.51
43.23 471.45 528.57
43.24 471.39 528.64
43.25 471.32 528.71
43.26 471.25 528.78
43.27 471.18 528.84
43.28 471.11 528.91
43.29 471.05 528.98
43.3 470.98 529.05
43.31 470.91 529.12
43.32 470.84 529.18
43.33 470.78 529.25
43.34 470.71 529.32
43.35 470.64 529.39
43.36 470.57 529.45
43.37 470.5 529.52
43.38 470.44 529.59
43.39 470.37 529.66
43.4 470.3 529.72
43.41 470.23 529.79
43.42 470.17 529.86
43.43 470.1 529.93
43.44 470.03 529.99
43.45 469.96 530.06
43.46 469.9 530.13
43.47 469.83 530.2
43.48 469.76 530.26
43.49 469.69 530.33
43.5 469.63 530.4
43.51 469.56 530.47
43.52 469.49 530.53
43.53 469.42 530.6
43.54 469.36 530.67
43.55 469.29 530.74
43.56 469.22 530.8
43.57 469.16 530.87
43.58 469.09 530.94
43.59 469.02 531.01
43.6 468.95 531.07
43.61 468.89 531.14
43.62 468.82 531.21
43.63 468.75 531.27
43.64 468.68 531.34
43.65 468.62 531.41
43.66 468.55 531.48
43.67 468.48 531.54
43.68 468.42 531.61
43.69 468.35 531.68
43.7 468.28 531.74
43.71 468.21 531.81
43.72 468.15 531.88
43.73 468.08 531.95
43.74 468.01 532.01
43.75 467.95 532.08
43.76 467.88 532.15
43.77 467.81 532.21
43.78 467.75 532.28
43.79 467.68 532.35
43.8 467.61 532.41
43.81 467.55 532.48
43.82 467.48 532.55
43.83 467.41 532.62
43.84 467.34 532.68
43.85 467.28 532.75
43.86 467.21 532.82
43.87 467.14 532.88
43.88 467.08 532.95
43.89 467.01 533.02
43.9 466.94 533.08
43.91 466.88 533.15
43.92 466.81 533.22
43.93 466.74 533.28
43.94 466.68 533.35
43.95 466.61 533.42
43.96 466.54 533.48
43.97 466.48 533.55
43.98 466.41 533.62
43.99 466.34 533.68
44.0 466.28 533.75
44.01 466.21 533.82
44.02 466.14 533.88
44.03 466.08 533.95
44.04 466.01 534.02
44.05 465.94 534.08
44.06 465.88 534.15
44.07 465.81 534.22
44.08 465.75 534.28
44.09 465.68 534.35
44.1 465.61 534.41
44.11 465.55 534.48
44.12 465.48 534.55
44.13 465.41 534.61
44.14 465.35 534.68
44.15 465.28 534.75
44.16 465.21 534.81
44.17 465.15 534.88
44.18 465.08 534.95
44.19 465.02 535.01
44.2 464.95 535.08
44.21 464.88 535.14
44.22 464.82 535.21
44.23 464.75 535.28
44.24 464.68 535.34
44.25 464.62 535.41
44.26 464.55 535.47
44.27 464.49 535.54
44.28 464.42 535.61
44.29 464.35 535.67
44.3 464.29 535.74
44.31 464.22 535.81
44.32 464.16 535.87
44.33 464.09 535.94
44.34 464.02 536.0
44.35 463.96 536.07
44.36 463.89 536.14
44.37 463.83 536.2
44.38 463.76 536.27
44.39 463.69 536.33
44.4 463.63 536.4
44.41 463.56 536.47
44.42 463.5 536.53
44.43 463.43 536.6
44.44 463.36 536.66
44.45 463.3 536.73
44.46 463.23 536.79
44.47 463.17 536.86
44.48 463.1 536.93
44.49 463.04 536.99
44.5 462.97 537.06
44.51 462.9 537.12
44.52 462.84 537.19
44.53 462.77 537.25
44.54 462.71 537.32
44.55 462.64 537.39
44.56 462.58 537.45
44.57 462.51 537.52
44.58 462.44 537.58
44.59 462.38 537.65
44.6 462.31 537.71
44.61 462.25 537.78
44.62 462.18 537.85
44.63 462.12 537.91
44.64 462.05 537.98
44.65 461.99 538.04
44.66 461.92 538.11
44.67 461.85 538.17
44.68 461.79 538.24
44.69 461.72 538.3
44.7 461.66 538.37
44.71 461.59 538.43
44.72 461.53 538.5
44.73 461.46 538.57
44.74 461.4 538.63
44.75 461.33 538.7
44.76 461.27 538.76
44.77 461.2 538.83
44.78 461.13 538.89
44.79 461.07 538.96
44.8 461.0 539.02
44.81 460.94 539.09
44.82 460.87 539.15
44.83 460.81 539.22
44.84 460.74 539.28
44.85 460.68 539.35
44.86 460.61 539.41
44.87 460.55 539.48
44.88 460.48 539.54
44.89 460.42 539.61
44.9 460.35 539.67
44.91 460.29 539.74
44.92 460.22 539.8
44.93 460.16 539.87
44.94 460.09 539.93
44.95 460.03 540.0
44.96 459.96 540.06
44.97 459.9 540.13
44.98 459.83 540.19
44.99 459.77 540.26
45.0 459.7 540.32
45.01 459.64 540.39
45.02 459.57 540.45
45.03 459.51 540.52
45.04 459.44 540.58
45.05 459.38 540.65
45.06 459.31 540.71
45.07 459.25 540.78
45.08 459.18 540.84
45.09 459.12 540.91
45.1 459.05 540.97
45.11 458.99 541.04
45.12 458.92 541.1
45.13 458.86 541.17
45.14 458.8 541.23
45.15 458.73 541.3
45.16 458.67 541.36
45.17 458.6 541.43
45.18 458.54 541.49
45.19 458.47 541.56
45.2 458.41 541.62
45.21 458.34 541.68
45.22 458.28 541.75
45.23 458.21 541.81
45.24 458.15 541.88
45.25 458.08 541.94
45.26 458.02 542.01
45.27 457.96 542.07
45.28 457.89 542.14
45.29 457.83 542.2
45.3 457.76 542.27
45.31 457.7 542.33
45.32 457.63 542.39
45.33 457.57 542.46
45.34 457.5 542.52
45.35 457.44 542.59
45.36 457.38 542.65
45.37 457.31 542.72
45.38 457.25 542.78
45.39 457.18 542.84
45.4 457.12 542.91
45.41 457.05 542.97
45.42 456.99 543.04
45.43 456.93 543.1
45.44 456.86 543.17
45.45 456.8 543.23
45.46 456.73 543.29
45.47 456.67 543.36
45.48 456.6 543.42
45.49 456.54 543.49
45.5 456.48 543.55
45.51 456.41 543.62
45.52 456.35 543.68
45.53 456.28 543.74
45.54 456.22 543.81
45.55 456.16 543.87
45.56 456.09 543.94
45.57 456.03 544.0
45.58 455.96 544.06
45.59 455.9 544.13
45.6 455.84 544.19
45.61 455.77 544.26
45.62 455.71 544.32
45.63 455.64 544.38
45.64 455.58 544.45
45.65 455.52 544.51
45.66 455.45 544.57
45.67 455.39 544.64
45.68 455.32 544.7
45.69 455.26 544.77
45.7 455.2 544.83
45.71 455.13 544.89
45.72 455.07 544.96
45.73 455.01 545.02
45.74 454.94 545.09
45.75 454.88 545.15
45.76 454.81 545.21
45.77 454.75 545.28
45.78 454.69 545.34
45.79 454.62 545.4
45.8 454.56 545.47
45.81 454.5 545.53
45.82 454.43 545.59
45.83 454.37 545.66
45.84 454.31 545.72
45.85 454.24 545.79
45.86 454.18 545.85
45.87 454.11 545.91
45.88 454.05 545.98
45.89 453.99 546.04
45.9 453.92 546.1
45.91 453.86 546.17
45.92 453.8 546.23
45.93 453.73 546.29
45.94 453.67 546.36
45.95 453.61 546.42
45.96 453.54 546.48
45.97 453.48 546.55
45.98 453.42 546.61
45.99 453.35 546.67
46.0 453.29 546.74
46.01 453.23 546.8
46.02 453.16 546.86
46.03 453.1 546.93
46.04 453.04 546.99
46.05 452.97 547.05
46.06 452.91 547.12
46.07 452.85 547.18
46.08 452.78 547.24
46.09 452.72 547.31
46.1 452.66 547.37
46.11 452.59 547.43
46.12 452.53 547.5
46.13 452.47 547.56
46.14 452.41 547.62
46.15 452.34 547.69
46.16 452.28 547.75
46.17 452.22 547.81
46.18 452.15 547.87
46.19 452.09 547.94
46.2 452.03 548.0
46.21 451.96 548.06
46.22 451.9 548.13
46.23 451.84 548.19
46.24 451.77 548.25
46.25 451.71 548.32
46.26 451.65 548.38
46.27 451.59 548.44
46.28 451.52 548.5
46.29 451.46 548.57
46.3 451.4 548.63
46.31 451.33 548.69
46.32 451.27 548.76
46.33 451.21 548.82
46.34 451.15 548.88
46.35 451.08 548.94
46.36 451.02 549.01
46.37 450.96 549.07
46.38 450.9 549.13
46.39 450.83 549.2
46.4 450.77 549.26
46.41 450.71 549.32
46.42 450.64 549.38
46.43 450.58 549.45
46.44 450.52 549.51
46.45 450.46 549.57
46.46 450.39 549.63
46.47 450.33 549.7
46.48 450.27 549.76
46.49 450.21 549.82
46.5 450.14 549.88
46.51 450.08 549.95
46.52 450.02 550.01
46.53 449.96 550.07
46.54 449.89 550.13
46.55 449.83 550.2
46.56 449.77 550.26
46.57 449.71 550.32
46.58 449.64 550.38
46.59 449.58 550.45
46.6 449.52 550.51
46.61 449.46 550.57
46.62 449.39 550.63
46.63 449.33 550.7
46.64 449.27 550.76
46.65 449.21 550.82
46.66 449.14 550.88
46.67 449.08 550.94
46.68 449.02 551.01
46.69 448.96 551.07
46.7 448.9 551.13
46.71 448.83 551.19
46.72 448.77 551.26
46.73 448.71 551.32
46.74 448.65 551.38
46.75 448.58 551.44
46.76 448.52 551.5
46.77 448.46 551.57
46.78 448.4 551.63
46.79 448.34 551.69
46.8 448.27 551.75
46.81 448.21 551.82
46.82 448.15 551.88
46.83 448.09 551.94
46.84 448.03 552.0
46.85 447.96 552.06
46.86 447.9 552.13
46.87 447.84 552.19
46.88 447.78 552.25
46.89 447.72 552.31
46.9 447.65 552.37
46.91 447.59 552.44
46.92 447.53 552.5
46.93 447.47 552.56
46.94 447.41 552.62
46.95 447.35 552.68
46.96 447.28 552.74
46.97 447.22 552.81
46.98 447.16 552.87
46.99 447.1 552.93
47.0 447.04 552.99
47.01 446.97 553.05
47.02 446.91 553.12
47.03 446.85 553.18
47.04 446.79 553.24
47.05 446.73 553.3
47.06 446.67 553.36
47.07 446.6 553.42
47.08 446.54 553.49
47.09 446.48 553.55
47.1 446.42 553.61
47.11 446.36 553.67
